fips2000,fips2010,Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,State,cbsasub,areaname,county,CouSub,countyname,county_town_name,pop2010,hu2010,state_alpha
2918799999.0,2918799999,656,487,490,890,975,29,NCNTY29187N29187,"St. Francois County, MO",187.0,99999,St. Francois County,St. Francois County,65359.0,28458.0,MO
2918999999.0,2918999999,896,595,688,1183,1370,29,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",189.0,99999,St. Louis County,St. Louis County,998954.0,438032.0,MO
2951099999.0,2951099999,896,595,688,1183,1370,29,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",510.0,99999,St. Louis city,St. Louis city,319294.0,176002.0,MO
2918699999.0,2918699999,669,455,574,918,922,29,NCNTY29186N29186,"Ste. Genevieve County, MO",186.0,99999,Ste. Genevieve County,Ste. Genevieve County,18145.0,8637.0,MO
2920799999.0,2920799999,630,429,471,807,864,29,NCNTY29207N29207,"Stoddard County, MO",207.0,99999,Stoddard County,Stoddard County,29968.0,13609.0,MO
2920999999.0,2920999999,804,496,615,1014,1137,29,NCNTY29209N29209,"Stone County, MO",209.0,99999,Stone County,Stone County,32202.0,20373.0,MO
2921199999.0,2921199999,747,508,558,927,1116,29,NCNTY29211N29211,"Sullivan County, MO",211.0,99999,Sullivan County,Sullivan County,6714.0,3358.0,MO
2905699999.0,2905699999,896,595,688,1183,1370,29,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",56.0,99999,Sullivan part,Sullivan city part of Crawford County,1474.0,640.0,MO
2921399999.0,2921399999,742,571,641,1074,1295,29,NCNTY29213N29213,"Taney County, MO",213.0,99999,Taney County,Taney County,51675.0,29255.0,MO
2921599999.0,2921599999,630,389,471,918,1035,29,NCNTY29215N29215,"Texas County, MO",215.0,99999,Texas County,Texas County,26008.0,11685.0,MO
2921799999.0,2921799999,729,450,545,927,999,29,NCNTY29217N29217,"Vernon County, MO",217.0,99999,Vernon County,Vernon County,21159.0,9495.0,MO
2921999999.0,2921999999,896,595,688,1183,1370,29,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",219.0,99999,Warren County,Warren County,32513.0,14685.0,MO
2922199999.0,2922199999,630,474,477,782,941,29,NCNTY29221N29221,"Washington County, MO",221.0,99999,Washington County,Washington County,25195.0,11017.0,MO
2922399999.0,2922399999,630,429,497,782,1096,29,NCNTY29223N29223,"Wayne County, MO",223.0,99999,Wayne County,Wayne County,13521.0,8083.0,MO
2922599999.0,2922599999,730,497,556,1064,1091,29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",225.0,99999,Webster County,Webster County,36202.0,14417.0,MO
2922799999.0,2922799999,630,429,471,782,941,29,NCNTY29227N29227,"Worth County, MO",227.0,99999,Worth County,Worth County,2171.0,1281.0,MO
2922999999.0,2922999999,630,429,471,821,1086,29,NCNTY29229N29229,"Wright County, MO",229.0,99999,Wright County,Wright County,18815.0,8700.0,MO
2800199999.0,2800199999,752,526,601,933,1057,28,NCNTY28001N28001,"Adams County, MS",1.0,99999,Adams County,Adams County,32297.0,14656.0,MS
2800399999.0,2800399999,681,477,556,943,974,28,NCNTY28003N28003,"Alcorn County, MS",3.0,99999,Alcorn County,Alcorn County,37057.0,17077.0,MS
2800599999.0,2800599999,638,446,517,838,905,28,NCNTY28005N28005,"Amite County, MS",5.0,99999,Amite County,Amite County,13131.0,6635.0,MS
2800799999.0,2800799999,681,477,554,913,933,28,NCNTY28007N28007,"Attala County, MS",7.0,99999,Attala County,Attala County,19564.0,9126.0,MS
2800999999.0,2800999999,638,484,544,905,1016,28,METRO32820N28009,"Benton County, MS HUD Metro FMR Area",9.0,99999,Benton County,Benton County,8729.0,4186.0,MS
2801199999.0,2801199999,641,499,503,841,944,28,NCNTY28011N28011,"Bolivar County, MS",11.0,99999,Bolivar County,Bolivar County,34145.0,14070.0,MS
2801399999.0,2801399999,638,446,477,854,1034,28,NCNTY28013N28013,"Calhoun County, MS",13.0,99999,Calhoun County,Calhoun County,14962.0,6913.0,MS
2801599999.0,2801599999,952,666,771,1228,1324,28,NCNTY28015N28015,"Carroll County, MS",15.0,99999,Carroll County,Carroll County,10597.0,5052.0,MS
2801799999.0,2801799999,638,393,477,792,959,28,NCNTY28017N28017,"Chickasaw County, MS",17.0,99999,Chickasaw County,Chickasaw County,17392.0,7514.0,MS
2801999999.0,2801999999,638,446,513,884,887,28,NCNTY28019N28019,"Choctaw County, MS",19.0,99999,Choctaw County,Choctaw County,8547.0,4150.0,MS
2802199999.0,2802199999,662,463,536,821,921,28,NCNTY28021N28021,"Claiborne County, MS",21.0,99999,Claiborne County,Claiborne County,9604.0,4223.0,MS
2802399999.0,2802399999,698,488,603,928,957,28,NCNTY28023N28023,"Clarke County, MS",23.0,99999,Clarke County,Clarke County,16732.0,7876.0,MS
2802599999.0,2802599999,688,481,539,866,1027,28,NCNTY28025N28025,"Clay County, MS",25.0,99999,Clay County,Clay County,20634.0,9180.0,MS
2802799999.0,2802799999,681,420,588,845,965,28,NCNTY28027N28027,"Coahoma County, MS",27.0,99999,Coahoma County,Coahoma County,26151.0,10792.0,MS
2802999999.0,2802999999,892,568,737,1129,1274,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",29.0,99999,Copiah County,Copiah County,29449.0,12184.0,MS
2803199999.0,2803199999,638,446,477,884,887,28,NCNTY28031N28031,"Covington County, MS",31.0,99999,Covington County,Covington County,19568.0,8496.0,MS
2803399999.0,2803399999,881,641,746,1201,1394,28,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",33.0,99999,DeSoto County,DeSoto County,161252.0,61634.0,MS
2803599999.0,2803599999,772,568,645,1057,1078,28,METRO25620M25620,"Hattiesburg, MS MSA",35.0,99999,Forrest County,Forrest County,74934.0,32289.0,MS
2803799999.0,2803799999,638,446,477,848,887,28,NCNTY28037N28037,"Franklin County, MS",37.0,99999,Franklin County,Franklin County,8118.0,4154.0,MS
2803999999.0,2803999999,638,446,517,823,887,28,NCNTY28039N28039,"George County, MS",39.0,99999,George County,George County,22578.0,9330.0,MS
2804199999.0,2804199999,638,525,551,823,887,28,NCNTY28041N28041,"Greene County, MS",41.0,99999,Greene County,Greene County,14400.0,5123.0,MS
2804399999.0,2804399999,638,446,542,869,875,28,NCNTY28043N28043,"Grenada County, MS",43.0,99999,Grenada County,Grenada County,21906.0,10155.0,MS
2804599999.0,2804599999,865,712,735,1171,1377,28,METRO25060M25060,"Gulfport-Biloxi, MS HUD Metro FMR Area",45.0,99999,Hancock County,Hancock County,43929.0,21840.0,MS
2804799999.0,2804799999,865,712,735,1171,1377,28,METRO25060M25060,"Gulfport-Biloxi, MS HUD Metro FMR Area",47.0,99999,Harrison County,Harrison County,187105.0,85181.0,MS
2804999999.0,2804999999,892,568,737,1129,1274,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",49.0,99999,Hinds County,Hinds County,245285.0,103421.0,MS
2805199999.0,2805199999,638,446,551,795,875,28,NCNTY28051N28051,"Holmes County, MS",51.0,99999,Holmes County,Holmes County,19198.0,8415.0,MS
2805399999.0,2805399999,654,458,489,812,959,28,NCNTY28053N28053,"Humphreys County, MS",53.0,99999,Humphreys County,Humphreys County,9375.0,3855.0,MS
2805599999.0,2805599999,709,496,574,914,986,28,NCNTY28055N28055,"Issaquena County, MS",55.0,99999,Issaquena County,Issaquena County,1406.0,560.0,MS
2805799999.0,2805799999,650,455,543,922,1005,28,NCNTY28057N28057,"Itawamba County, MS",57.0,99999,Itawamba County,Itawamba County,23401.0,10126.0,MS
2805999999.0,2805999999,821,676,697,1163,1399,28,METRO25060M37700,"Pascagoula, MS HUD Metro FMR Area",59.0,99999,Jackson County,Jackson County,139668.0,60067.0,MS
2806199999.0,2806199999,638,446,517,823,887,28,NCNTY28061N28061,"Jasper County, MS",61.0,99999,Jasper County,Jasper County,17062.0,8212.0,MS
2806399999.0,2806399999,638,446,477,878,887,28,NCNTY28063N28063,"Jefferson County, MS",63.0,99999,Jefferson County,Jefferson County,7726.0,3673.0,MS
2806599999.0,2806599999,638,446,477,884,887,28,NCNTY28065N28065,"Jefferson Davis County, MS",65.0,99999,Jefferson Davis County,Jefferson Davis County,12487.0,5876.0,MS
2806799999.0,2806799999,764,471,610,948,1047,28,NCNTY28067N28067,"Jones County, MS",67.0,99999,Jones County,Jones County,67761.0,28424.0,MS
2806999999.0,2806999999,707,495,573,877,983,28,NCNTY28069N28069,"Kemper County, MS",69.0,99999,Kemper County,Kemper County,10456.0,4722.0,MS
2807199999.0,2807199999,897,628,740,1180,1230,28,NCNTY28071N28071,"Lafayette County, MS",71.0,99999,Lafayette County,Lafayette County,47351.0,22729.0,MS
2807399999.0,2807399999,772,568,645,1057,1078,28,METRO25620M25620,"Hattiesburg, MS MSA",73.0,99999,Lamar County,Lamar County,55658.0,24070.0,MS
2807599999.0,2807599999,805,563,630,1095,1144,28,NCNTY28075N28075,"Lauderdale County, MS",75.0,99999,Lauderdale County,Lauderdale County,80261.0,34698.0,MS
2807799999.0,2807799999,693,485,518,860,964,28,NCNTY28077N28077,"Lawrence County, MS",77.0,99999,Lawrence County,Lawrence County,12929.0,6019.0,MS
2807999999.0,2807999999,638,446,516,811,1109,28,NCNTY28079N28079,"Leake County, MS",79.0,99999,Leake County,Leake County,23805.0,9415.0,MS
2808199999.0,2808199999,766,536,595,986,1104,28,NCNTY28081N28081,"Lee County, MS",81.0,99999,Lee County,Lee County,82910.0,35872.0,MS
2808399999.0,2808399999,686,441,514,877,940,28,NCNTY28083N28083,"Leflore County, MS",83.0,99999,Leflore County,Leflore County,32317.0,13199.0,MS
2808599999.0,2808599999,658,488,492,817,935,28,NCNTY28085N28085,"Lincoln County, MS",85.0,99999,Lincoln County,Lincoln County,34869.0,15255.0,MS
2808799999.0,2808799999,729,510,627,1017,1021,28,NCNTY28087N28087,"Lowndes County, MS",87.0,99999,Lowndes County,Lowndes County,59779.0,26556.0,MS
2808999999.0,2808999999,892,568,737,1129,1274,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",89.0,99999,Madison County,Madison County,95203.0,38558.0,MS
2809199999.0,2809199999,656,459,539,839,951,28,NCNTY28091N28091,"Marion County, MS",91.0,99999,Marion County,Marion County,27088.0,11838.0,MS
2809399999.0,2809399999,750,557,560,998,1195,28,METRO32820N28093,"Marshall County, MS HUD Metro FMR Area",93.0,99999,Marshall County,Marshall County,37144.0,14881.0,MS
2809599999.0,2809599999,680,476,508,844,961,28,NCNTY28095N28095,"Monroe County, MS",95.0,99999,Monroe County,Monroe County,36989.0,16455.0,MS
2809799999.0,2809799999,677,474,548,909,942,28,NCNTY28097N28097,"Montgomery County, MS",97.0,99999,Montgomery County,Montgomery County,10925.0,5194.0,MS
2809999999.0,2809999999,695,486,525,917,953,28,NCNTY28099N28099,"Neshoba County, MS",99.0,99999,Neshoba County,Neshoba County,29676.0,12357.0,MS
2810199999.0,2810199999,704,493,526,933,1202,28,NCNTY28101N28101,"Newton County, MS",101.0,99999,Newton County,Newton County,21720.0,9373.0,MS
2810399999.0,2810399999,638,446,551,868,887,28,NCNTY28103N28103,"Noxubee County, MS",103.0,99999,Noxubee County,Noxubee County,11545.0,5170.0,MS
2810599999.0,2810599999,823,540,692,1043,1145,28,NCNTY28105N28105,"Oktibbeha County, MS",105.0,99999,Oktibbeha County,Oktibbeha County,47671.0,20947.0,MS
2810799999.0,2810799999,737,516,637,987,1071,28,NCNTY28107N28107,"Panola County, MS",107.0,99999,Panola County,Panola County,34707.0,14697.0,MS
2810999999.0,2810999999,749,524,622,1092,1230,28,NCNTY28109N28109,"Pearl River County, MS",109.0,99999,Pearl River County,Pearl River County,55834.0,23968.0,MS
2811199999.0,2811199999,772,568,645,1057,1078,28,METRO25620M25620,"Hattiesburg, MS MSA",111.0,99999,Perry County,Perry County,12250.0,5519.0,MS
2811399999.0,2811399999,768,537,574,953,1053,28,NCNTY28113N28113,"Pike County, MS",113.0,99999,Pike County,Pike County,40404.0,17861.0,MS
2811599999.0,2811599999,663,464,537,953,1000,28,NCNTY28115N28115,"Pontotoc County, MS",115.0,99999,Pontotoc County,Pontotoc County,29957.0,12440.0,MS
2811799999.0,2811799999,643,450,556,843,1025,28,NCNTY28117N28117,"Prentiss County, MS",117.0,99999,Prentiss County,Prentiss County,25276.0,11054.0,MS
2811999999.0,2811999999,638,393,490,792,887,28,NCNTY28119N28119,"Quitman County, MS",119.0,99999,Quitman County,Quitman County,8223.0,3589.0,MS
2812199999.0,2812199999,892,568,737,1129,1274,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",121.0,99999,Rankin County,Rankin County,141617.0,56487.0,MS
2812399999.0,2812399999,669,468,527,857,930,28,NCNTY28123N28123,"Scott County, MS",123.0,99999,Scott County,Scott County,28264.0,11470.0,MS
2812599999.0,2812599999,638,446,482,792,875,28,NCNTY28125N28125,"Sharkey County, MS",125.0,99999,Sharkey County,Sharkey County,4916.0,2100.0,MS
2812799999.0,2812799999,638,458,551,821,944,28,METRO27140N28127,"Simpson County, MS HUD Metro FMR Area",127.0,99999,Simpson County,Simpson County,27503.0,11934.0,MS
2812999999.0,2812999999,709,455,530,973,986,28,NCNTY28129N28129,"Smith County, MS",129.0,99999,Smith County,Smith County,16491.0,7237.0,MS
2813199999.0,2813199999,767,537,621,952,1067,28,NCNTY28131N28131,"Stone County, MS",131.0,99999,Stone County,Stone County,17786.0,7161.0,MS
2813399999.0,2813399999,638,443,522,854,1114,28,NCNTY28133N28133,"Sunflower County, MS",133.0,99999,Sunflower County,Sunflower County,29450.0,9685.0,MS
2813599999.0,2813599999,648,415,560,848,938,28,NCNTY28135N28135,"Tallahatchie County, MS",135.0,99999,Tallahatchie County,Tallahatchie County,15378.0,5530.0,MS
2813799999.0,2813799999,760,564,568,954,1213,28,METRO32820N28137,"Tate County, MS HUD Metro FMR Area",137.0,99999,Tate County,Tate County,28886.0,10947.0,MS
2813999999.0,2813999999,665,465,575,825,912,28,NCNTY28139N28139,"Tippah County, MS",139.0,99999,Tippah County,Tippah County,22232.0,9696.0,MS
2814199999.0,2814199999,638,446,544,930,1031,28,NCNTY28141N28141,"Tishomingo County, MS",141.0,99999,Tishomingo County,Tishomingo County,19593.0,10295.0,MS
2814399999.0,2814399999,714,588,617,886,1138,28,METRO32820N28143,"Tunica County, MS HUD Metro FMR Area",143.0,99999,Tunica County,Tunica County,10778.0,4803.0,MS
2814599999.0,2814599999,704,493,608,949,995,28,NCNTY28145N28145,"Union County, MS",145.0,99999,Union County,Union County,27134.0,11520.0,MS
2814799999.0,2814799999,638,446,517,849,875,28,NCNTY28147N28147,"Walthall County, MS",147.0,99999,Walthall County,Walthall County,15443.0,7132.0,MS
2814999999.0,2814999999,761,606,610,944,1053,28,NCNTY28149N28149,"Warren County, MS",149.0,99999,Warren County,Warren County,48773.0,21896.0,MS
2815199999.0,2815199999,660,522,532,906,968,28,NCNTY28151N28151,"Washington County, MS",151.0,99999,Washington County,Washington County,51137.0,21708.0,MS
2815399999.0,2815399999,638,393,517,814,1114,28,NCNTY28153N28153,"Wayne County, MS",153.0,99999,Wayne County,Wayne County,20747.0,9213.0,MS
2815599999.0,2815599999,638,525,551,879,887,28,NCNTY28155N28155,"Webster County, MS",155.0,99999,Webster County,Webster County,10253.0,4804.0,MS
2815799999.0,2815799999,857,600,640,1063,1175,28,NCNTY28157N28157,"Wilkinson County, MS",157.0,99999,Wilkinson County,Wilkinson County,9878.0,5037.0,MS
2815999999.0,2815999999,638,446,517,917,1114,28,NCNTY28159N28159,"Winston County, MS",159.0,99999,Winston County,Winston County,19198.0,8745.0,MS
2816199999.0,2816199999,638,446,505,869,887,28,NCNTY28161N28161,"Yalobusha County, MS",161.0,99999,Yalobusha County,Yalobusha County,12678.0,6344.0,MS
2816399999.0,2816399999,674,484,504,836,924,28,METRO27140N28163,"Yazoo County, MS HUD Metro FMR Area",163.0,99999,Yazoo County,Yazoo County,28065.0,10074.0,MS
3000199999.0,3000199999,658,475,532,885,1149,30,NCNTY30001N30001,"Beaverhead County, MT",1.0,99999,Beaverhead County,Beaverhead County,9246.0,5273.0,MT
3000399999.0,3000399999,668,483,539,874,1108,30,NCNTY30003N30003,"Big Horn County, MT",3.0,99999,Big Horn County,Big Horn County,12865.0,4695.0,MT
3000599999.0,3000599999,681,492,558,845,933,30,NCNTY30005N30005,"Blaine County, MT",5.0,99999,Blaine County,Blaine County,6491.0,2843.0,MT
3000799999.0,3000799999,862,623,644,1070,1429,30,NCNTY30007N30007,"Broadwater County, MT",7.0,99999,Broadwater County,Broadwater County,5612.0,2695.0,MT
3000999999.0,3000999999,815,538,609,1136,1255,30,METRO13740M13740,"Billings, MT HUD Metro FMR Area",9.0,99999,Carbon County,Carbon County,10078.0,6441.0,MT
3001199999.0,3001199999,658,475,569,931,1091,30,NCNTY30011N30011,"Carter County, MT",11.0,99999,Carter County,Carter County,1160.0,810.0,MT
3001399999.0,3001399999,769,538,583,1071,1291,30,METRO24500M24500,"Great Falls, MT MSA",13.0,99999,Cascade County,Cascade County,81327.0,37276.0,MT
3001599999.0,3001599999,658,475,569,846,964,30,NCNTY30015N30015,"Chouteau County, MT",15.0,99999,Chouteau County,Chouteau County,5813.0,2879.0,MT
3001799999.0,3001799999,658,506,569,959,1075,30,NCNTY30017N30017,"Custer County, MT",17.0,99999,Custer County,Custer County,11699.0,5560.0,MT
3001999999.0,3001999999,658,475,523,931,1091,30,NCNTY30019N30019,"Daniels County, MT",19.0,99999,Daniels County,Daniels County,1751.0,1111.0,MT
3002199999.0,3002199999,658,475,569,855,1115,30,NCNTY30021N30021,"Dawson County, MT",21.0,99999,Dawson County,Dawson County,8966.0,4233.0,MT
3002399999.0,3002399999,658,475,569,909,1149,30,NCNTY30023N30023,"Deer Lodge County, MT",23.0,99999,Deer Lodge County,Deer Lodge County,9298.0,5122.0,MT
3002599999.0,3002599999,658,475,535,852,1091,30,NCNTY30025N30025,"Fallon County, MT",25.0,99999,Fallon County,Fallon County,2890.0,1470.0,MT
3002799999.0,3002799999,781,564,675,978,1071,30,NCNTY30027N30027,"Fergus County, MT",27.0,99999,Fergus County,Fergus County,11586.0,5836.0,MT
3002999999.0,3002999999,792,514,618,1154,1313,30,NCNTY30029N30029,"Flathead County, MT",29.0,99999,Flathead County,Flathead County,90928.0,46963.0,MT
3003199999.0,3003199999,832,561,674,1213,1453,30,NCNTY30031N30031,"Gallatin County, MT",31.0,99999,Gallatin County,Gallatin County,89513.0,42289.0,MT
3003399999.0,3003399999,658,475,523,959,1091,30,NCNTY30033N30033,"Garfield County, MT",33.0,99999,Garfield County,Garfield County,1206.0,844.0,MT
3003599999.0,3003599999,658,542,569,817,1091,30,NCNTY30035N30035,"Glacier County, MT",35.0,99999,Glacier County,Glacier County,13399.0,5348.0,MT
3003799999.0,3003799999,658,428,494,926,1069,30,METRO13740N30037,"Golden Valley County, MT HUD Metro FMR Area",37.0,99999,Golden Valley County,Golden Valley County,884.0,476.0,MT
3003999999.0,3003999999,779,563,582,967,1292,30,NCNTY30039N30039,"Granite County, MT",39.0,99999,Granite County,Granite County,3079.0,2822.0,MT
3004199999.0,3004199999,658,475,492,861,956,30,NCNTY30041N30041,"Hill County, MT",41.0,99999,Hill County,Hill County,16096.0,7250.0,MT
3004399999.0,3004399999,883,545,660,1096,1464,30,NCNTY30043N30043,"Jefferson County, MT",43.0,99999,Jefferson County,Jefferson County,11406.0,5055.0,MT
3004599999.0,3004599999,658,475,569,817,1091,30,NCNTY30045N30045,"Judith Basin County, MT",45.0,99999,Judith Basin County,Judith Basin County,2072.0,1336.0,MT
3004799999.0,3004799999,690,457,596,923,1167,30,NCNTY30047N30047,"Lake County, MT",47.0,99999,Lake County,Lake County,28746.0,16588.0,MT
3004999999.0,3004999999,904,687,698,1317,1578,30,NCNTY30049N30049,"Lewis and Clark County, MT",49.0,99999,Lewis and Clark County,Lewis and Clark County,63395.0,30180.0,MT
3005199999.0,3005199999,658,475,523,817,1091,30,NCNTY30051N30051,"Liberty County, MT",51.0,99999,Liberty County,Liberty County,2339.0,1043.0,MT
3005399999.0,3005399999,658,406,559,817,1149,30,NCNTY30053N30053,"Lincoln County, MT",53.0,99999,Lincoln County,Lincoln County,19687.0,11413.0,MT
3005799999.0,3005799999,795,574,687,987,1090,30,NCNTY30057N30057,"Madison County, MT",57.0,99999,Madison County,Madison County,7691.0,6940.0,MT
3005599999.0,3005599999,658,475,568,890,1091,30,NCNTY30055N30055,"McCone County, MT",55.0,99999,McCone County,McCone County,1734.0,1008.0,MT
3005999999.0,3005999999,695,502,532,928,1152,30,NCNTY30059N30059,"Meagher County, MT",59.0,99999,Meagher County,Meagher County,1891.0,1432.0,MT
3006199999.0,3006199999,658,475,569,899,902,30,NCNTY30061N30061,"Mineral County, MT",61.0,99999,Mineral County,Mineral County,4223.0,2446.0,MT
3006399999.0,3006399999,943,688,769,1357,1646,30,METRO33540M33540,"Missoula, MT MSA",63.0,99999,Missoula County,Missoula County,109299.0,50106.0,MT
3006599999.0,3006599999,744,492,609,1052,1234,30,NCNTY30065N30065,"Musselshell County, MT",65.0,99999,Musselshell County,Musselshell County,4538.0,2654.0,MT
3006799999.0,3006799999,874,559,653,1089,1526,30,NCNTY30067N30067,"Park County, MT",67.0,99999,Park County,Park County,15636.0,9375.0,MT
3006999999.0,3006999999,778,562,618,1100,1290,30,NCNTY30069N30069,"Petroleum County, MT",69.0,99999,Petroleum County,Petroleum County,494.0,324.0,MT
3007199999.0,3007199999,658,535,569,817,1098,30,NCNTY30071N30071,"Phillips County, MT",71.0,99999,Phillips County,Phillips County,4253.0,2335.0,MT
3007399999.0,3007399999,658,475,569,959,1149,30,NCNTY30073N30073,"Pondera County, MT",73.0,99999,Pondera County,Pondera County,6153.0,2659.0,MT
3007599999.0,3007599999,778,562,581,965,1290,30,NCNTY30075N30075,"Powder River County, MT",75.0,99999,Powder River County,Powder River County,1743.0,1022.0,MT
3007799999.0,3007799999,658,475,569,959,1091,30,NCNTY30077N30077,"Powell County, MT",77.0,99999,Powell County,Powell County,7027.0,3105.0,MT
3007999999.0,3007999999,658,475,523,931,1091,30,NCNTY30079N30079,"Prairie County, MT",79.0,99999,Prairie County,Prairie County,1179.0,673.0,MT
3008199999.0,3008199999,787,584,588,1044,1102,30,NCNTY30081N30081,"Ravalli County, MT",81.0,99999,Ravalli County,Ravalli County,40212.0,19583.0,MT
3008399999.0,3008399999,680,491,588,906,1127,30,NCNTY30083N30083,"Richland County, MT",83.0,99999,Richland County,Richland County,9746.0,4550.0,MT
3008599999.0,3008599999,658,475,519,895,902,30,NCNTY30085N30085,"Roosevelt County, MT",85.0,99999,Roosevelt County,Roosevelt County,10425.0,4063.0,MT
3008799999.0,3008799999,658,475,561,817,902,30,NCNTY30087N30087,"Rosebud County, MT",87.0,99999,Rosebud County,Rosebud County,9233.0,4057.0,MT
3008999999.0,3008999999,658,481,543,858,1068,30,NCNTY30089N30089,"Sanders County, MT",89.0,99999,Sanders County,Sanders County,11413.0,6678.0,MT
3009199999.0,3009199999,658,475,569,941,1091,30,NCNTY30091N30091,"Sheridan County, MT",91.0,99999,Sheridan County,Sheridan County,3384.0,2089.0,MT
3009399999.0,3009399999,732,548,569,908,1278,30,NCNTY30093N30093,"Silver Bow County, MT",93.0,99999,Silver Bow County,Silver Bow County,34200.0,16717.0,MT
3009599999.0,3009599999,741,513,573,1028,1294,30,NCNTY30095N30095,"Stillwater County, MT",95.0,99999,Stillwater County,Stillwater County,9117.0,4803.0,MT
3009799999.0,3009799999,706,510,527,876,1171,30,NCNTY30097N30097,"Sweet Grass County, MT",97.0,99999,Sweet Grass County,Sweet Grass County,3651.0,2148.0,MT
3009999999.0,3009999999,708,447,529,879,1192,30,NCNTY30099N30099,"Teton County, MT",99.0,99999,Teton County,Teton County,6073.0,2892.0,MT
3010199999.0,3010199999,658,475,569,954,1149,30,NCNTY30101N30101,"Toole County, MT",101.0,99999,Toole County,Toole County,5324.0,2336.0,MT
3010399999.0,3010399999,794,574,631,1123,1316,30,NCNTY30103N30103,"Treasure County, MT",103.0,99999,Treasure County,Treasure County,718.0,422.0,MT
3010599999.0,3010599999,658,475,569,817,902,30,NCNTY30105N30105,"Valley County, MT",105.0,99999,Valley County,Valley County,7369.0,4879.0,MT
3010799999.0,3010799999,749,541,595,1059,1242,30,NCNTY30107N30107,"Wheatland County, MT",107.0,99999,Wheatland County,Wheatland County,2168.0,1197.0,MT
3010999999.0,3010999999,658,475,523,931,1091,30,NCNTY30109N30109,"Wibaux County, MT",109.0,99999,Wibaux County,Wibaux County,1017.0,538.0,MT
3011199999.0,3011199999,815,538,609,1136,1255,30,METRO13740M13740,"Billings, MT HUD Metro FMR Area",111.0,99999,Yellowstone County,Yellowstone County,147972.0,63943.0,MT
3700199999.0,3700199999,872,684,692,1187,1302,37,METRO15500M15500,"Burlington, NC MSA",1.0,99999,Alamance County,Alamance County,151131.0,66576.0,NC
3700399999.0,3700399999,708,583,589,907,1081,37,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",3.0,99999,Alexander County,Alexander County,37198.0,16189.0,NC
3700599999.0,3700599999,648,534,538,885,888,37,NCNTY37005N37005,"Alleghany County, NC",5.0,99999,Alleghany County,Alleghany County,11155.0,8094.0,NC
3700799999.0,3700799999,664,547,574,931,1159,37,NCNTY37007N37007,"Anson County, NC",7.0,99999,Anson County,Anson County,26948.0,11576.0,NC
3700999999.0,3700999999,648,477,484,910,961,37,NCNTY37009N37009,"Ashe County, NC",9.0,99999,Ashe County,Ashe County,27281.0,17342.0,NC
3701199999.0,3701199999,757,623,627,1025,1191,37,NCNTY37011N37011,"Avery County, NC",11.0,99999,Avery County,Avery County,17797.0,13890.0,NC
3701399999.0,3701399999,690,534,537,986,1045,37,NCNTY37013N37013,"Beaufort County, NC",13.0,99999,Beaufort County,Beaufort County,47759.0,24688.0,NC
3701599999.0,3701599999,648,481,484,842,888,37,NCNTY37015N37015,"Bertie County, NC",15.0,99999,Bertie County,Bertie County,21282.0,9822.0,NC
3701799999.0,3701799999,665,494,497,825,912,37,NCNTY37017N37017,"Bladen County, NC",17.0,99999,Bladen County,Bladen County,35190.0,17718.0,NC
3701999999.0,3701999999,881,717,721,1123,1316,37,METRO34820M48900,"Brunswick County, NC HUD Metro FMR Area",19.0,99999,Brunswick County,Brunswick County,107431.0,77482.0,NC
3702199999.0,3702199999,880,632,714,1152,1461,37,METRO11700M11700,"Asheville, NC HUD Metro FMR Area",21.0,99999,Buncombe County,Buncombe County,238318.0,113365.0,NC
3702399999.0,3702399999,708,583,589,907,1081,37,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",23.0,99999,Burke County,Burke County,90912.0,40879.0,NC
3702599999.0,3702599999,924,698,797,1254,1571,37,METRO16740M16740,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",25.0,99999,Cabarrus County,Cabarrus County,178011.0,71937.0,NC
3702799999.0,3702799999,708,583,589,907,1081,37,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",27.0,99999,Caldwell County,Caldwell County,83029.0,37659.0,NC
3702999999.0,3702999999,909,738,743,1171,1587,37,NCNTY37029N37029,"Camden County, NC",29.0,99999,Camden County,Camden County,9980.0,4104.0,NC
3703199999.0,3703199999,877,713,717,1170,1521,37,NCNTY37031N37031,"Carteret County, NC",31.0,99999,Carteret County,Carteret County,66469.0,48179.0,NC
3703399999.0,3703399999,648,481,484,944,1131,37,NCNTY37033N37033,"Caswell County, NC",33.0,99999,Caswell County,Caswell County,23719.0,10619.0,NC
